sequential,100,1,{ (-1.72;1.2) ; (1.0;-1.2) },100
parallel,100,1,{ (-1.72;1.2) ; (1.0;-1.2) },1360
sequential,100,1,{ (-0.7;0.0) ; (0.3;-1.0) },156
parallel,100,1,{ (-0.7;0.0) ; (0.3;-1.0) },1337
sequential,100,1,{ (-0.4;-0.5) ; (0.1;-1.0) },333
parallel,100,1,{ (-0.4;-0.5) ; (0.1;-1.0) },1137
sequential,100,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },117
parallel,100,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },915
sequential,100,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },123
parallel,100,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },969
sequential,100,10,{ (-1.72;1.2) ; (1.0;-1.2) },1333
parallel,100,10,{ (-1.72;1.2) ; (1.0;-1.2) },1013
sequential,100,10,{ (-0.7;0.0) ; (0.3;-1.0) },1508
parallel,100,10,{ (-0.7;0.0) ; (0.3;-1.0) },1037
sequential,100,10,{ (-0.4;-0.5) ; (0.1;-1.0) },1545
parallel,100,10,{ (-0.4;-0.5) ; (0.1;-1.0) },855
sequential,100,10,{ (-0.4;-0.6) ; (-0.2;-0.8) },1590
parallel,100,10,{ (-0.4;-0.6) ; (-0.2;-0.8) },845
sequential,100,10,{ (-0.24;-0.64) ; (-0.26;-0.66) },1697
parallel,100,10,{ (-0.24;-0.64) ; (-0.26;-0.66) },802
sequential,100,30,{ (-1.72;1.2) ; (1.0;-1.2) },2047
parallel,100,30,{ (-1.72;1.2) ; (1.0;-1.2) },1103
sequential,100,30,{ (-0.7;0.0) ; (0.3;-1.0) },3440
parallel,100,30,{ (-0.7;0.0) ; (0.3;-1.0) },1269
sequential,100,30,{ (-0.4;-0.5) ; (0.1;-1.0) },3246
parallel,100,30,{ (-0.4;-0.5) ; (0.1;-1.0) },1198
sequential,100,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },3061
parallel,100,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },1152
sequential,100,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },4545
parallel,100,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },1508
sequential,100,80,{ (-1.72;1.2) ; (1.0;-1.2) },3610
parallel,100,80,{ (-1.72;1.2) ; (1.0;-1.2) },1279
sequential,100,80,{ (-0.7;0.0) ; (0.3;-1.0) },8188
parallel,100,80,{ (-0.7;0.0) ; (0.3;-1.0) },2240
sequential,100,80,{ (-0.4;-0.5) ; (0.1;-1.0) },6470
parallel,100,80,{ (-0.4;-0.5) ; (0.1;-1.0) },1920
sequential,100,80,{ (-0.4;-0.6) ; (-0.2;-0.8) },7548
parallel,100,80,{ (-0.4;-0.6) ; (-0.2;-0.8) },1904
sequential,100,80,{ (-0.24;-0.64) ; (-0.26;-0.66) },8413
parallel,100,80,{ (-0.24;-0.64) ; (-0.26;-0.66) },2409
sequential,100,150,{ (-1.72;1.2) ; (1.0;-1.2) },6035
parallel,100,150,{ (-1.72;1.2) ; (1.0;-1.2) },1777
sequential,100,150,{ (-0.7;0.0) ; (0.3;-1.0) },14130
parallel,100,150,{ (-0.7;0.0) ; (0.3;-1.0) },4198
sequential,100,150,{ (-0.4;-0.5) ; (0.1;-1.0) },10374
parallel,100,150,{ (-0.4;-0.5) ; (0.1;-1.0) },3124
sequential,100,150,{ (-0.4;-0.6) ; (-0.2;-0.8) },10543
parallel,100,150,{ (-0.4;-0.6) ; (-0.2;-0.8) },2013
sequential,100,150,{ (-0.24;-0.64) ; (-0.26;-0.66) },15253
parallel,100,150,{ (-0.24;-0.64) ; (-0.26;-0.66) },3436
sequential,100,250,{ (-1.72;1.2) ; (1.0;-1.2) },9291
parallel,100,250,{ (-1.72;1.2) ; (1.0;-1.2) },4810
sequential,100,250,{ (-0.7;0.0) ; (0.3;-1.0) },26012
parallel,100,250,{ (-0.7;0.0) ; (0.3;-1.0) },5908
sequential,100,250,{ (-0.4;-0.5) ; (0.1;-1.0) },15737
parallel,100,250,{ (-0.4;-0.5) ; (0.1;-1.0) },4654
sequential,100,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },13823
parallel,100,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },3000
sequential,100,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },14809
parallel,100,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },3762
sequential,100,500,{ (-1.72;1.2) ; (1.0;-1.2) },16950
parallel,100,500,{ (-1.72;1.2) ; (1.0;-1.2) },6055
sequential,100,500,{ (-0.7;0.0) ; (0.3;-1.0) },43968
parallel,100,500,{ (-0.7;0.0) ; (0.3;-1.0) },13367
sequential,100,500,{ (-0.4;-0.5) ; (0.1;-1.0) },30177
parallel,100,500,{ (-0.4;-0.5) ; (0.1;-1.0) },7421
sequential,100,500,{ (-0.4;-0.6) ; (-0.2;-0.8) },18140
parallel,100,500,{ (-0.4;-0.6) ; (-0.2;-0.8) },5524
sequential,100,500,{ (-0.24;-0.64) ; (-0.26;-0.66) },20418
parallel,100,500,{ (-0.24;-0.64) ; (-0.26;-0.66) },5429
sequential,100,1000,{ (-1.72;1.2) ; (1.0;-1.2) },36981
parallel,100,1000,{ (-1.72;1.2) ; (1.0;-1.2) },9435
sequential,100,1000,{ (-0.7;0.0) ; (0.3;-1.0) },86115
parallel,100,1000,{ (-0.7;0.0) ; (0.3;-1.0) },26082
sequential,100,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },57917
parallel,100,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },15388
sequential,100,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },35502
parallel,100,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },8926
sequential,100,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },31128
parallel,100,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },7347
sequential,100,2000,{ (-1.72;1.2) ; (1.0;-1.2) },66019
parallel,100,2000,{ (-1.72;1.2) ; (1.0;-1.2) },18345
sequential,100,2000,{ (-0.7;0.0) ; (0.3;-1.0) },174475
parallel,100,2000,{ (-0.7;0.0) ; (0.3;-1.0) },45209
sequential,100,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },117495
parallel,100,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },29591
sequential,100,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },58977
parallel,100,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },15401
sequential,100,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },45144
parallel,100,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },11722
sequential,100,8000,{ (-1.72;1.2) ; (1.0;-1.2) },260559
parallel,100,8000,{ (-1.72;1.2) ; (1.0;-1.2) },67216
sequential,100,8000,{ (-0.7;0.0) ; (0.3;-1.0) },681664
parallel,100,8000,{ (-0.7;0.0) ; (0.3;-1.0) },165955
sequential,100,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },447375
parallel,100,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },114887
sequential,100,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },226263
parallel,100,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },59905
sequential,100,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },126623
parallel,100,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },31795
sequential,200,1,{ (-1.72;1.2) ; (1.0;-1.2) },317
parallel,200,1,{ (-1.72;1.2) ; (1.0;-1.2) },236
sequential,200,1,{ (-0.7;0.0) ; (0.3;-1.0) },312
parallel,200,1,{ (-0.7;0.0) ; (0.3;-1.0) },368
sequential,200,1,{ (-0.4;-0.5) ; (0.1;-1.0) },301
parallel,200,1,{ (-0.4;-0.5) ; (0.1;-1.0) },174
sequential,200,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },294
parallel,200,1,{ (-0.4;-0.6) ; (-0.2;-0.8) },209
sequential,200,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },292
parallel,200,1,{ (-0.24;-0.64) ; (-0.26;-0.66) },268
sequential,200,10,{ (-1.72;1.2) ; (1.0;-1.2) },3479
parallel,200,10,{ (-1.72;1.2) ; (1.0;-1.2) },1049
sequential,200,10,{ (-0.7;0.0) ; (0.3;-1.0) },7344
parallel,200,10,{ (-0.7;0.0) ; (0.3;-1.0) },1338
sequential,200,10,{ (-0.4;-0.5) ; (0.1;-1.0) },5219
parallel,200,10,{ (-0.4;-0.5) ; (0.1;-1.0) },1409
sequential,200,10,{ (-0.4;-0.6) ; (-0.2;-0.8) },5226
parallel,200,10,{ (-0.4;-0.6) ; (-0.2;-0.8) },1499
sequential,200,10,{ (-0.24;-0.64) ; (-0.26;-0.66) },5401
parallel,200,10,{ (-0.24;-0.64) ; (-0.26;-0.66) },1807
sequential,200,30,{ (-1.72;1.2) ; (1.0;-1.2) },6670
parallel,200,30,{ (-1.72;1.2) ; (1.0;-1.2) },1991
sequential,200,30,{ (-0.7;0.0) ; (0.3;-1.0) },16446
parallel,200,30,{ (-0.7;0.0) ; (0.3;-1.0) },4360
sequential,200,30,{ (-0.4;-0.5) ; (0.1;-1.0) },15152
parallel,200,30,{ (-0.4;-0.5) ; (0.1;-1.0) },3022
sequential,200,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },11209
parallel,200,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },2874
sequential,200,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },15931
parallel,200,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },3883
sequential,200,80,{ (-1.72;1.2) ; (1.0;-1.2) },13433
parallel,200,80,{ (-1.72;1.2) ; (1.0;-1.2) },3634
sequential,200,80,{ (-0.7;0.0) ; (0.3;-1.0) },30852
parallel,200,80,{ (-0.7;0.0) ; (0.3;-1.0) },9223
sequential,200,80,{ (-0.4;-0.5) ; (0.1;-1.0) },24217
parallel,200,80,{ (-0.4;-0.5) ; (0.1;-1.0) },6380
sequential,200,80,{ (-0.4;-0.6) ; (-0.2;-0.8) },23536
parallel,200,80,{ (-0.4;-0.6) ; (-0.2;-0.8) },5169
sequential,200,80,{ (-0.24;-0.64) ; (-0.26;-0.66) },31714
parallel,200,80,{ (-0.24;-0.64) ; (-0.26;-0.66) },9635
sequential,200,150,{ (-1.72;1.2) ; (1.0;-1.2) },26502
parallel,200,150,{ (-1.72;1.2) ; (1.0;-1.2) },11195
sequential,200,150,{ (-0.7;0.0) ; (0.3;-1.0) },54778
parallel,200,150,{ (-0.7;0.0) ; (0.3;-1.0) },15429
sequential,200,150,{ (-0.4;-0.5) ; (0.1;-1.0) },43673
parallel,200,150,{ (-0.4;-0.5) ; (0.1;-1.0) },10866
sequential,200,150,{ (-0.4;-0.6) ; (-0.2;-0.8) },28729
parallel,200,150,{ (-0.4;-0.6) ; (-0.2;-0.8) },7332
sequential,200,150,{ (-0.24;-0.64) ; (-0.26;-0.66) },45194
parallel,200,150,{ (-0.24;-0.64) ; (-0.26;-0.66) },12119
sequential,200,250,{ (-1.72;1.2) ; (1.0;-1.2) },35604
parallel,200,250,{ (-1.72;1.2) ; (1.0;-1.2) },10541
sequential,200,250,{ (-0.7;0.0) ; (0.3;-1.0) },93279
parallel,200,250,{ (-0.7;0.0) ; (0.3;-1.0) },24422
sequential,200,250,{ (-0.4;-0.5) ; (0.1;-1.0) },62969
parallel,200,250,{ (-0.4;-0.5) ; (0.1;-1.0) },15834
sequential,200,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },44636
parallel,200,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },10725
sequential,200,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },61832
parallel,200,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },15190
sequential,200,500,{ (-1.72;1.2) ; (1.0;-1.2) },68054
parallel,200,500,{ (-1.72;1.2) ; (1.0;-1.2) },17672
sequential,200,500,{ (-0.7;0.0) ; (0.3;-1.0) },176004
parallel,200,500,{ (-0.7;0.0) ; (0.3;-1.0) },44730
sequential,200,500,{ (-0.4;-0.5) ; (0.1;-1.0) },119580
parallel,200,500,{ (-0.4;-0.5) ; (0.1;-1.0) },31950
sequential,200,500,{ (-0.4;-0.6) ; (-0.2;-0.8) },72558
parallel,200,500,{ (-0.4;-0.6) ; (-0.2;-0.8) },18596
sequential,200,500,{ (-0.24;-0.64) ; (-0.26;-0.66) },82127
parallel,200,500,{ (-0.24;-0.64) ; (-0.26;-0.66) },19942
sequential,200,1000,{ (-1.72;1.2) ; (1.0;-1.2) },134983
parallel,200,1000,{ (-1.72;1.2) ; (1.0;-1.2) },34674
sequential,200,1000,{ (-0.7;0.0) ; (0.3;-1.0) },346236
parallel,200,1000,{ (-0.7;0.0) ; (0.3;-1.0) },88720
sequential,200,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },235039
parallel,200,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },62121
sequential,200,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },124297
parallel,200,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },35527
