Scala#2,400,30,{ (-1.72;1.2) ; (1.0;-1.2) },2437
Scala#1,400,30,{ (-0.7;0.0) ; (0.3;-1.0) },3861
Scala#2,400,30,{ (-0.7;0.0) ; (0.3;-1.0) },3595
Scala#1,400,30,{ (-0.4;-0.5) ; (0.1;-1.0) },3683
Scala#2,400,30,{ (-0.4;-0.5) ; (0.1;-1.0) },2984
Scala#1,400,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },3245
Scala#2,400,30,{ (-0.4;-0.6) ; (-0.2;-0.8) },2722
Scala#1,400,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },4101
Scala#2,400,30,{ (-0.24;-0.64) ; (-0.26;-0.66) },3449
Scala#1,400,250,{ (-1.72;1.2) ; (1.0;-1.2) },8496
Scala#2,400,250,{ (-1.72;1.2) ; (1.0;-1.2) },7782
Scala#1,400,250,{ (-0.7;0.0) ; (0.3;-1.0) },22377
Scala#2,400,250,{ (-0.7;0.0) ; (0.3;-1.0) },15807
Scala#1,400,250,{ (-0.4;-0.5) ; (0.1;-1.0) },15643
Scala#2,400,250,{ (-0.4;-0.5) ; (0.1;-1.0) },15182
Scala#1,400,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },8202
Scala#2,400,250,{ (-0.4;-0.6) ; (-0.2;-0.8) },8370
Scala#1,400,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },12981
Scala#2,400,250,{ (-0.24;-0.64) ; (-0.26;-0.66) },11079
Scala#1,400,1000,{ (-1.72;1.2) ; (1.0;-1.2) },26768
Scala#2,400,1000,{ (-1.72;1.2) ; (1.0;-1.2) },26814
Scala#1,400,1000,{ (-0.7;0.0) ; (0.3;-1.0) },68444
Scala#2,400,1000,{ (-0.7;0.0) ; (0.3;-1.0) },68481
Scala#1,400,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },48151
Scala#2,400,1000,{ (-0.4;-0.5) ; (0.1;-1.0) },42028
Scala#1,400,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },24734
Scala#2,400,1000,{ (-0.4;-0.6) ; (-0.2;-0.8) },23638
Scala#1,400,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },21348
Scala#2,400,1000,{ (-0.24;-0.64) ; (-0.26;-0.66) },18812
Scala#1,400,2000,{ (-1.72;1.2) ; (1.0;-1.2) },51141
Scala#2,400,2000,{ (-1.72;1.2) ; (1.0;-1.2) },46803
Scala#1,400,2000,{ (-0.7;0.0) ; (0.3;-1.0) },130157
Scala#2,400,2000,{ (-0.7;0.0) ; (0.3;-1.0) },115464
Scala#1,400,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },92732
Scala#2,400,2000,{ (-0.4;-0.5) ; (0.1;-1.0) },93922
Scala#1,400,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },48657
Scala#2,400,2000,{ (-0.4;-0.6) ; (-0.2;-0.8) },44129
Scala#1,400,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },34765
Scala#2,400,2000,{ (-0.24;-0.64) ; (-0.26;-0.66) },34340
Scala#1,400,8000,{ (-1.72;1.2) ; (1.0;-1.2) },208435
Scala#2,400,8000,{ (-1.72;1.2) ; (1.0;-1.2) },176613
Scala#1,400,8000,{ (-0.7;0.0) ; (0.3;-1.0) },525165
Scala#2,400,8000,{ (-0.7;0.0) ; (0.3;-1.0) },465217
Scala#1,400,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },355666
Scala#2,400,8000,{ (-0.4;-0.5) ; (0.1;-1.0) },313452
Scala#1,400,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },167567
Scala#2,400,8000,{ (-0.4;-0.6) ; (-0.2;-0.8) },164496
Scala#1,400,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },94970
Scala#2,400,8000,{ (-0.24;-0.64) ; (-0.26;-0.66) },85350
Scala#1,1200,1,{ (-1.72;1.2) ; (1.0;-1.2) },5820
Scala#2,1200,1,{ (-1.72;1.2) ; (1.0;-1.2) },5451
