montecarlo,128,1,0,18
montecarlo,128,1,2,45
montecarlo,128,1,4,34
montecarlo,128,1,6,34
montecarlo,128,1,8,35
montecarlo,128,2,0,9
montecarlo,128,2,2,96
montecarlo,128,2,4,96
montecarlo,128,2,6,97
montecarlo,128,2,8,93
montecarlo,128,4,0,10
montecarlo,128,4,2,154
montecarlo,128,4,4,158
montecarlo,128,4,6,148
montecarlo,128,4,8,148
montecarlo,128,8,0,12
montecarlo,128,8,2,197
montecarlo,128,8,4,211
montecarlo,128,8,6,230
montecarlo,128,8,8,251
montecarlo,128,16,0,19
montecarlo,128,16,2,259
montecarlo,128,16,4,310
montecarlo,128,16,6,316
montecarlo,128,16,8,341
montecarlo,128,32,0,20
montecarlo,128,32,2,217
montecarlo,128,32,4,245
montecarlo,128,32,6,376
montecarlo,128,32,8,389
montecarlo,128,64,0,31
montecarlo,128,64,2,235
montecarlo,128,64,4,323
montecarlo,128,64,6,343
montecarlo,128,64,8,326
montecarlo,128,128,0,52
montecarlo,128,128,2,204
montecarlo,128,128,4,269
montecarlo,128,128,6,369
montecarlo,128,128,8,465
montecarlo,128,256,0,103
montecarlo,128,256,2,200
montecarlo,128,256,4,278
montecarlo,128,256,6,423
montecarlo,128,256,8,411
montecarlo,128,512,0,160
montecarlo,128,512,2,222
montecarlo,128,512,4,294
montecarlo,128,512,6,290
montecarlo,128,512,8,301
montecarlo,128,1024,0,204
montecarlo,128,1024,2,320
montecarlo,128,1024,4,251
montecarlo,128,1024,6,298
montecarlo,128,1024,8,316
montecarlo,256,1,0,14
montecarlo,256,1,2,40
montecarlo,256,1,4,38
montecarlo,256,1,6,39
montecarlo,256,1,8,39
montecarlo,256,2,0,14
montecarlo,256,2,2,55
montecarlo,256,2,4,56
montecarlo,256,2,6,57
montecarlo,256,2,8,56
montecarlo,256,4,0,15
montecarlo,256,4,2,72
montecarlo,256,4,4,82
montecarlo,256,4,6,70
montecarlo,256,4,8,71
montecarlo,256,8,0,15
montecarlo,256,8,2,87
montecarlo,256,8,4,93
montecarlo,256,8,6,108
montecarlo,256,8,8,112
montecarlo,256,16,0,17
montecarlo,256,16,2,86
montecarlo,256,16,4,128
montecarlo,256,16,6,135
montecarlo,256,16,8,145
montecarlo,256,32,0,19
montecarlo,256,32,2,99
montecarlo,256,32,4,110
montecarlo,256,32,6,170
montecarlo,256,32,8,169
montecarlo,256,64,0,24
montecarlo,256,64,2,102
montecarlo,256,64,4,146
montecarlo,256,64,6,159
montecarlo,256,64,8,162
montecarlo,256,128,0,33
montecarlo,256,128,2,109
montecarlo,256,128,4,120
montecarlo,256,128,6,159
montecarlo,256,128,8,177
montecarlo,256,256,0,52
montecarlo,256,256,2,115
montecarlo,256,256,4,143
montecarlo,256,256,6,161
montecarlo,256,256,8,166
montecarlo,256,512,0,102
montecarlo,256,512,2,144
montecarlo,256,512,4,154
montecarlo,256,512,6,172
montecarlo,256,512,8,182
montecarlo,256,1024,0,202
montecarlo,256,1024,2,212
montecarlo,256,1024,4,214
montecarlo,256,1024,6,245
montecarlo,256,1024,8,295
montecarlo,512,1,0,27
montecarlo,512,1,2,60
montecarlo,512,1,4,60
montecarlo,512,1,6,59
montecarlo,512,1,8,60
montecarlo,512,2,0,27
montecarlo,512,2,2,54
montecarlo,512,2,4,52
montecarlo,512,2,6,61
montecarlo,512,2,8,61
montecarlo,512,4,0,32
montecarlo,512,4,2,62
montecarlo,512,4,4,68
montecarlo,512,4,6,72
montecarlo,512,4,8,75
montecarlo,512,8,0,33
montecarlo,512,8,2,80
montecarlo,512,8,4,80
montecarlo,512,8,6,95
montecarlo,512,8,8,96
montecarlo,512,16,0,29
montecarlo,512,16,2,76
montecarlo,512,16,4,92
montecarlo,512,16,6,99
montecarlo,512,16,8,108
montecarlo,512,32,0,31
montecarlo,512,32,2,81
montecarlo,512,32,4,89
montecarlo,512,32,6,95
montecarlo,512,32,8,110
montecarlo,512,64,0,36
montecarlo,512,64,2,68
montecarlo,512,64,4,83
montecarlo,512,64,6,94
montecarlo,512,64,8,108
montecarlo,512,128,0,44
montecarlo,512,128,2,77
montecarlo,512,128,4,87
montecarlo,512,128,6,121
montecarlo,512,128,8,125
montecarlo,512,256,0,64
montecarlo,512,256,2,101
montecarlo,512,256,4,113
montecarlo,512,256,6,125
montecarlo,512,256,8,140
montecarlo,512,512,0,99
montecarlo,512,512,2,121
montecarlo,512,512,4,128
montecarlo,512,512,6,145
montecarlo,512,512,8,152
montecarlo,512,1024,0,202
montecarlo,512,1024,2,194
montecarlo,512,1024,4,190
montecarlo,512,1024,6,217
montecarlo,512,1024,8,225
montecarlo,1024,1,0,51
montecarlo,1024,1,2,74
montecarlo,1024,1,4,73
montecarlo,1024,1,6,75
montecarlo,1024,1,8,75
montecarlo,1024,2,0,51
montecarlo,1024,2,2,63
montecarlo,1024,2,4,63
montecarlo,1024,2,6,64
montecarlo,1024,2,8,64
montecarlo,1024,4,0,51
montecarlo,1024,4,2,68
montecarlo,1024,4,4,79
montecarlo,1024,4,6,80
montecarlo,1024,4,8,85
montecarlo,1024,8,0,52
montecarlo,1024,8,2,68
montecarlo,1024,8,4,90
montecarlo,1024,8,6,81
montecarlo,1024,8,8,89
montecarlo,1024,16,0,52
montecarlo,1024,16,2,68
montecarlo,1024,16,4,78
montecarlo,1024,16,6,87
montecarlo,1024,16,8,91
montecarlo,1024,32,0,56
montecarlo,1024,32,2,70
montecarlo,1024,32,4,75
montecarlo,1024,32,6,84
montecarlo,1024,32,8,90
montecarlo,1024,64,0,61
montecarlo,1024,64,2,65
montecarlo,1024,64,4,79
montecarlo,1024,64,6,88
montecarlo,1024,64,8,85
montecarlo,1024,128,0,71
montecarlo,1024,128,2,71
montecarlo,1024,128,4,86
montecarlo,1024,128,6,89
