Thrust#2,128,1,2.96875,1105820
Thrust#2,128,1,3.09375,170
Thrust#2,128,1,3.03125,146
Thrust#2,128,1,3.15625,145
Thrust#2,128,1,3.03125,134
Thrust#2,128,1,3.21875,134
Thrust#2,128,1,3.0625,135
Thrust#2,128,1,3.03125,138
Thrust#2,128,1,3.09375,137
Thrust#2,128,1,3,135
Thrust#2,128,1,3.0625,134
Thrust#2,128,1,3.15625,137
Thrust#2,128,1,3.25,134
Thrust#2,128,1,3.09375,134
Thrust#2,128,1,3.25,137
Thrust#2,128,1,3.3125,134
Thrust#2,128,1,2.9375,134
Thrust#2,128,1,2.875,133
Thrust#2,128,1,3.21875,135
Thrust#2,128,1,2.90625,134
Thrust#2,128,1,3.1875,136
Thrust#2,128,1,3.15625,133
Thrust#2,128,1,3.15625,135
Thrust#2,128,1,3.34375,135
Thrust#2,128,1,3.21875,133
Thrust#2,128,1,3.125,144
Thrust#2,128,1,3.1875,134
Thrust#2,128,1,3.28125,135
Thrust#2,128,1,3.15625,134
Thrust#2,128,1,3.3125,133
Thrust#2,128,1,3.09375,132
Thrust#2,128,1,2.9375,137
Thrust#2,128,1,2.78125,135
Thrust#2,128,1,3.28125,134
Thrust#2,128,1,3.46875,134
Thrust#2,128,1,3.1875,134
Thrust#2,128,1,3.25,135
Thrust#2,128,1,2.9375,133
Thrust#2,128,1,3.1875,133
Thrust#2,128,1,3,141
Thrust#2,128,1,3.0625,132
Thrust#2,128,1,3.125,133
Thrust#2,128,1,3.34375,146
Thrust#2,128,1,2.96875,137
Thrust#2,128,1,3.03125,133
Thrust#2,128,1,3.375,132
Thrust#2,128,1,3.15625,133
Thrust#2,128,1,3.3125,144
Thrust#2,128,1,3.03125,134
Thrust#2,128,1,2.90625,131
Thrust#2,128,1,2.71875,135
Thrust#2,128,1,3.0625,134
Thrust#2,128,1,3.03125,133
Thrust#2,128,1,3.09375,144
Thrust#2,128,1,3.0625,133
Thrust#2,128,1,3.3125,134
Thrust#2,128,1,3.09375,131
Thrust#2,128,1,2.96875,134
Thrust#2,128,1,2.78125,133
Thrust#2,128,1,3.09375,145
Thrust#2,128,1,3.15625,133
Thrust#2,128,1,3.03125,132
Thrust#2,128,1,3.125,133
Thrust#2,128,1,3.375,136
Thrust#2,128,1,3.09375,146
Thrust#2,128,1,3.4375,134
Thrust#2,128,1,3.09375,132
Thrust#2,128,1,3.21875,135
Thrust#2,128,1,3.28125,134
Thrust#2,128,1,2.96875,132
Thrust#2,128,1,3.125,136
Thrust#2,128,1,3.15625,134
Thrust#2,128,1,3.0625,132
Thrust#2,128,1,3,135
Thrust#2,128,1,3.1875,134
Thrust#2,128,1,3.40625,144
Thrust#2,128,1,3.125,133
Thrust#2,128,1,3.03125,132
Thrust#2,128,1,3.40625,132
Thrust#2,128,1,3.125,138
Thrust#2,128,1,3.4375,135
Thrust#2,128,1,3.15625,136
Thrust#2,128,1,3.03125,134
Thrust#2,128,1,3.34375,134
Thrust#2,128,1,2.71875,134
Thrust#2,128,1,3.09375,134
Thrust#2,128,1,3.03125,133
Thrust#2,128,1,3.1875,138
Thrust#2,128,1,2.96875,133
Thrust#2,128,1,3.09375,134
Thrust#2,128,1,3.15625,134
Thrust#2,128,1,3.1875,135
Thrust#2,128,1,3.125,144
Thrust#2,128,1,3.1875,133
Thrust#2,128,1,3.28125,134
Thrust#2,128,1,3.03125,136
Thrust#2,128,1,2.90625,133
Thrust#2,128,1,3.3125,131
Thrust#2,128,1,3.15625,138
Thrust#2,128,1,3.1875,134
Thrust#2,128,1,3.25,133
Thrust#2,128,2,3.125,131
Thrust#2,128,2,3,134
Thrust#2,128,2,3.09375,148
Thrust#2,128,2,3.03125,129
Thrust#2,128,2,3.1875,132
Thrust#2,128,2,3.1875,134
Thrust#2,128,2,3.34375,134
Thrust#2,128,2,3.15625,131
Thrust#2,128,2,3.21875,144
Thrust#2,128,2,3.1875,133
Thrust#2,128,2,2.78125,136
Thrust#2,128,2,3.09375,132
Thrust#2,128,2,3.09375,136
Thrust#2,128,2,3.21875,134
Thrust#2,128,2,3.125,146
Thrust#2,128,2,2.96875,133
Thrust#2,128,2,3.03125,133
Thrust#2,128,2,3.1875,134
Thrust#2,128,2,3.09375,135
Thrust#2,128,2,2.9375,143
Thrust#2,128,2,2.90625,134
Thrust#2,128,2,2.9375,134
Thrust#2,128,2,3.1875,135
Thrust#2,128,2,3.15625,132
Thrust#2,128,2,2.96875,132
Thrust#2,128,2,3.125,148
Thrust#2,128,2,3.03125,133
Thrust#2,128,2,3.21875,133
Thrust#2,128,2,3,132
Thrust#2,128,2,3.15625,137
Thrust#2,128,2,3.21875,136
Thrust#2,128,2,3.21875,137
Thrust#2,128,2,3.15625,135
Thrust#2,128,2,3.15625,135
Thrust#2,128,2,3.0625,132
Thrust#2,128,2,3.09375,132
Thrust#2,128,2,3.5625,143
Thrust#2,128,2,3.21875,135
Thrust#2,128,2,2.875,131
Thrust#2,128,2,3.3125,132
Thrust#2,128,2,3.09375,133
Thrust#2,128,2,3.21875,135
Thrust#2,128,2,3.09375,148
Thrust#2,128,2,3.34375,148
Thrust#2,128,2,3.34375,133
Thrust#2,128,2,3.15625,135
Thrust#2,128,2,3.21875,132
Thrust#2,128,2,2.6875,150
Thrust#2,128,2,3.25,133
Thrust#2,128,2,3.03125,134
Thrust#2,128,2,3.1875,131
Thrust#2,128,2,3.28125,132
Thrust#2,128,2,2.9375,134
Thrust#2,128,2,2.96875,146
Thrust#2,128,2,3.21875,132
Thrust#2,128,2,3.25,132
Thrust#2,128,2,3.09375,134
Thrust#2,128,2,3.21875,135
Thrust#2,128,2,3.15625,142
Thrust#2,128,2,3.25,133
Thrust#2,128,2,3.09375,155
Thrust#2,128,2,3.1875,136
Thrust#2,128,2,3.15625,133
Thrust#2,128,2,3.125,134
