Thrust#2,128,1,3.125,1080940
Thrust#2,128,1,3.25,181
Thrust#2,128,1,3.125,148
Thrust#2,128,1,3.0625,162
Thrust#2,128,1,3.125,144
Thrust#2,128,1,3.40625,138
Thrust#2,128,1,2.90625,134
Thrust#2,128,1,3.3125,134
Thrust#2,128,1,3.125,133
Thrust#2,128,1,2.9375,142
Thrust#2,128,1,3.03125,133
Thrust#2,128,1,3.21875,134
Thrust#2,128,1,3.1875,132
Thrust#2,128,1,3.375,137
Thrust#2,128,1,3.25,133
Thrust#2,128,1,3.09375,135
Thrust#2,128,1,3.21875,133
Thrust#2,128,1,3.3125,136
Thrust#2,128,1,3.1875,133
Thrust#2,128,1,3.09375,134
Thrust#2,128,1,3.3125,137
Thrust#2,128,1,2.875,136
Thrust#2,128,1,3,134
Thrust#2,128,1,3.34375,133
Thrust#2,128,1,3.09375,132
Thrust#2,128,1,3.21875,136
Thrust#2,128,1,3.125,137
Thrust#2,128,1,3.15625,133
Thrust#2,128,1,3.125,133
Thrust#2,128,1,2.9375,137
Thrust#2,128,1,3.09375,132
Thrust#2,128,1,2.96875,136
Thrust#2,128,1,3.28125,133
Thrust#2,128,1,3.09375,136
Thrust#2,128,1,3.46875,133
Thrust#2,128,1,3.125,133
Thrust#2,128,1,2.9375,131
Thrust#2,128,1,3.21875,139
Thrust#2,128,1,3.4375,133
Thrust#2,128,1,3.21875,134
Thrust#2,128,1,3.25,133
Thrust#2,128,1,3.3125,136
Thrust#2,128,1,3.21875,133
Thrust#2,128,1,3.125,137
Thrust#2,128,1,3.21875,132
Thrust#2,128,1,3.03125,135
Thrust#2,128,1,3.34375,132
Thrust#2,128,1,3.125,133
Thrust#2,128,1,3.34375,136
Thrust#2,128,1,3.15625,135
Thrust#2,128,1,3.28125,132
Thrust#2,128,1,3.09375,137
Thrust#2,128,1,3.15625,132
Thrust#2,128,1,3.1875,136
Thrust#2,128,1,3.25,135
Thrust#2,128,1,3.09375,132
Thrust#2,128,1,3.21875,134
Thrust#2,128,1,2.875,135
Thrust#2,128,1,3.1875,133
Thrust#2,128,1,3.0625,135
Thrust#2,128,1,2.9375,133
